module	annotation_available	top_category	top_subcategory	top_pathway	top_pathway_id	top_fdr	top_significant	priority_theme	priority_category	priority_subcategory	priority_pathway	priority_pathway_id	priority_fdr	priority_significant	priority_is_top	displayed_selection	displayed_category	displayed_subcategory	displayed_pathway	displayed_pathway_id	displayed_fdr	subtitle_text
10	True	Human Diseases	Infectious disease: bacterial	Staphylococcus aureus infection	hsa05150	2.91511063092571e-44	True	infection	Human Diseases	Infectious disease: bacterial	Staphylococcus aureus infection	hsa05150	2.91511063092571e-44	True	True	priority_significant_lowest_fdr	Human Diseases	Infectious disease: bacterial	Staphylococcus aureus infection	hsa05150	2.91511063092571e-44	KEGG enrichment: Human Diseases / Infectious disease: bacterial / Staphylococcus aureus infection | FDR=2.92e-44
11	True	Human Diseases	Infectious disease: bacterial	Tuberculosis	hsa05152	5.0913844991146106e-20	True	infection	Human Diseases	Infectious disease: bacterial	Tuberculosis	hsa05152	5.0913844991146106e-20	True	True	priority_significant_lowest_fdr	Human Diseases	Infectious disease: bacterial	Tuberculosis	hsa05152	5.0913844991146106e-20	KEGG enrichment: Human Diseases / Infectious disease: bacterial / Tuberculosis | FDR=5.09e-20
18	True	Human Diseases	Infectious disease: parasitic	Leishmaniasis	hsa05140	5.73241423636261e-09	True	infection	Human Diseases	Infectious disease: parasitic	Leishmaniasis	hsa05140	5.73241423636261e-09	True	True	priority_significant_lowest_fdr	Human Diseases	Infectious disease: parasitic	Leishmaniasis	hsa05140	5.73241423636261e-09	KEGG enrichment: Human Diseases / Infectious disease: parasitic / Leishmaniasis | FDR=5.73e-09
21	True	Organismal Systems	Immune system	Complement and coagulation cascades	hsa04610	3.01127357119454e-06	True	infection	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	0.0001656584912644	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	0.0001656584912644	KEGG enrichment: Human Diseases / Infectious disease: viral / Coronavirus disease - COVID-19 | FDR=1.66e-04
28	True	Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	hsa04141	6.555176889096069e-36	True	lipid metabolism	Human Diseases	Cardiovascular disease	Lipid and atherosclerosis	hsa05417	1.38092360385878e-14	True	False	priority_significant_lowest_fdr	Human Diseases	Cardiovascular disease	Lipid and atherosclerosis	hsa05417	1.38092360385878e-14	KEGG enrichment: Human Diseases / Cardiovascular disease / Lipid and atherosclerosis | FDR=1.38e-14
31	True	Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	hsa04141	2.37404599198403e-13	True	infection	Human Diseases	Infectious disease: viral	Herpes simplex virus 1 infection	hsa05168	1.01106032201369e-11	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Herpes simplex virus 1 infection	hsa05168	1.01106032201369e-11	KEGG enrichment: Human Diseases / Infectious disease: viral / Herpes simplex virus 1 infection | FDR=1.01e-11
34	True	Environmental Information Processing	Signaling molecules and interaction	Integrin signaling	hsa04518	0.0013587371822088	True	infection	Human Diseases	Infectious disease: parasitic	Amoebiasis	hsa05146	0.0123277133248795	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: parasitic	Amoebiasis	hsa05146	0.0123277133248795	KEGG enrichment: Human Diseases / Infectious disease: parasitic / Amoebiasis | FDR=0.012
35	True	Genetic Information Processing	Translation	Ribosome biogenesis in eukaryotes	hsa03008	0.0027872004388091	True	infection	Human Diseases	Infectious disease: viral	Herpes simplex virus 1 infection	hsa05168	0.0027872004388091	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Herpes simplex virus 1 infection	hsa05168	0.0027872004388091	KEGG enrichment: Human Diseases / Infectious disease: viral / Herpes simplex virus 1 infection | FDR=0.003
54	True	Environmental Information Processing	Signal transduction	PI3K-Akt signaling pathway	hsa04151	3.57207094588212e-10	True	infection	Environmental Information Processing	Signaling molecules and interaction	Viral protein interaction with cytokine and cytokine receptor	hsa04061	2.32663897218107e-05	True	False	priority_significant_lowest_fdr	Environmental Information Processing	Signaling molecules and interaction	Viral protein interaction with cytokine and cytokine receptor	hsa04061	2.32663897218107e-05	KEGG enrichment: Environmental Information Processing / Signaling molecules and interaction / Viral protein interaction with cytokine and cytokine receptor | FDR=2.33e-05
56	True	Organismal Systems	Immune system	IL-17 signaling pathway	hsa04657	3.73219880661696e-06	True	metabolism	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	hsa00010	0.0001373904948904	True	False	priority_significant_lowest_fdr	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis	hsa00010	0.0001373904948904	KEGG enrichment: Metabolism / Carbohydrate metabolism / Glycolysis / Gluconeogenesis | FDR=1.37e-04
60	True	Environmental Information Processing	Signal transduction	TNF signaling pathway	hsa04668	8.836393263006819e-30	True	lipid metabolism	Human Diseases	Cardiovascular disease	Lipid and atherosclerosis	hsa05417	7.40594615061561e-16	True	False	priority_significant_lowest_fdr	Human Diseases	Cardiovascular disease	Lipid and atherosclerosis	hsa05417	7.40594615061561e-16	KEGG enrichment: Human Diseases / Cardiovascular disease / Lipid and atherosclerosis | FDR=7.41e-16
68	True	Environmental Information Processing	Signaling molecules and interaction	Integrin signaling	hsa04518	1.86734298003115e-13	True	infection	Human Diseases	Infectious disease: viral	Human papillomavirus infection	hsa05165	2.3567244883857e-10	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Human papillomavirus infection	hsa05165	2.3567244883857e-10	KEGG enrichment: Human Diseases / Infectious disease: viral / Human papillomavirus infection | FDR=2.36e-10
85	True	Human Diseases	Cancer: overview	Proteoglycans in cancer	hsa05205	3.97591667370688e-05	True	infection	Human Diseases	Infectious disease: viral	Kaposi sarcoma-associated herpesvirus infection	hsa05167	0.001185620938963	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Kaposi sarcoma-associated herpesvirus infection	hsa05167	0.001185620938963	KEGG enrichment: Human Diseases / Infectious disease: viral / Kaposi sarcoma-associated herpesvirus infection | FDR=0.001
86	True	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	1.1598745918398e-07	True	infection	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	1.1598745918398e-07	True	True	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	1.1598745918398e-07	KEGG enrichment: Human Diseases / Infectious disease: viral / Epstein-Barr virus infection | FDR=1.16e-07
88	True	Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	hsa04141	1.02906409192617e-05	True	metabolism	Metabolism	Glycan biosynthesis and metabolism	Mucin type O-glycan biosynthesis	hsa00512	0.0006811904149476	True	False	priority_significant_lowest_fdr	Metabolism	Glycan biosynthesis and metabolism	Mucin type O-glycan biosynthesis	hsa00512	0.0006811904149476	KEGG enrichment: Metabolism / Glycan biosynthesis and metabolism / Mucin type O-glycan biosynthesis | FDR=6.81e-04
89	True	Organismal Systems	Immune system	NOD-like receptor signaling pathway	hsa04621	3.35801505154002e-11	True	infection	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	3.72097994466471e-06	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	3.72097994466471e-06	KEGG enrichment: Human Diseases / Infectious disease: viral / Epstein-Barr virus infection | FDR=3.72e-06
91	True	Human Diseases	Infectious disease: bacterial	Pertussis	hsa05133	1.68263810743071e-05	True	infection	Human Diseases	Infectious disease: bacterial	Pertussis	hsa05133	1.68263810743071e-05	True	True	priority_significant_lowest_fdr	Human Diseases	Infectious disease: bacterial	Pertussis	hsa05133	1.68263810743071e-05	KEGG enrichment: Human Diseases / Infectious disease: bacterial / Pertussis | FDR=1.68e-05
92	True	Cellular Processes	Transport and catabolism	Peroxisome	hsa04146	0.0202797927010704	True							False	False	overall_lowest_fdr	Cellular Processes	Transport and catabolism	Peroxisome	hsa04146	0.0202797927010704	KEGG enrichment: Cellular Processes / Transport and catabolism / Peroxisome | FDR=0.020
94	True	Metabolism	Global and overview maps	Fatty acid metabolism	hsa01212	0.0002408172359741	True	lipid metabolism	Metabolism	Global and overview maps	Fatty acid metabolism	hsa01212	0.0002408172359741	True	True	priority_significant_lowest_fdr	Metabolism	Global and overview maps	Fatty acid metabolism	hsa01212	0.0002408172359741	KEGG enrichment: Metabolism / Global and overview maps / Fatty acid metabolism | FDR=2.41e-04
96	True	Metabolism	Lipid metabolism	Fatty acid degradation	hsa00071	6.55928755027113e-12	True	lipid metabolism	Metabolism	Lipid metabolism	Fatty acid degradation	hsa00071	6.55928755027113e-12	True	True	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Fatty acid degradation	hsa00071	6.55928755027113e-12	KEGG enrichment: Metabolism / Lipid metabolism / Fatty acid degradation | FDR=6.56e-12
97	True	Metabolism	Lipid metabolism	Fatty acid elongation	hsa00062	0.0040537196095115	True	lipid metabolism	Metabolism	Lipid metabolism	Fatty acid elongation	hsa00062	0.0040537196095115	True	True	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Fatty acid elongation	hsa00062	0.0040537196095115	KEGG enrichment: Metabolism / Lipid metabolism / Fatty acid elongation | FDR=0.004
99	True	Cellular Processes	Cellular community - eukaryotes	Signaling pathways regulating pluripotency of stem cells	hsa04550	0.0004647467856306	True	infection	Human Diseases	Infectious disease: viral	Human papillomavirus infection	hsa05165	0.0007491119313983	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Human papillomavirus infection	hsa05165	0.0007491119313983	KEGG enrichment: Human Diseases / Infectious disease: viral / Human papillomavirus infection | FDR=7.49e-04
101	True	Metabolism	Global and overview maps	Fatty acid metabolism	hsa01212	3.04547693745037e-09	True	lipid metabolism	Metabolism	Global and overview maps	Fatty acid metabolism	hsa01212	3.04547693745037e-09	True	True	priority_significant_lowest_fdr	Metabolism	Global and overview maps	Fatty acid metabolism	hsa01212	3.04547693745037e-09	KEGG enrichment: Metabolism / Global and overview maps / Fatty acid metabolism | FDR=3.05e-09
102	True	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.0342457166192986	True	metabolism	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.0342457166192986	True	True	priority_significant_lowest_fdr	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.0342457166192986	KEGG enrichment: Metabolism / Global and overview maps / Metabolic pathways | FDR=0.034
103	True	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.000166134955944	True	metabolism	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.000166134955944	True	True	priority_significant_lowest_fdr	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.000166134955944	KEGG enrichment: Metabolism / Global and overview maps / Metabolic pathways | FDR=1.66e-04
104	True	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	hsa00760	0.0219334704189093	True	metabolism	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	hsa00760	0.0219334704189093	True	True	priority_significant_lowest_fdr	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	hsa00760	0.0219334704189093	KEGG enrichment: Metabolism / Metabolism of cofactors and vitamins / Nicotinate and nicotinamide metabolism | FDR=0.022
105	True	Metabolism	Lipid metabolism	Sphingolipid metabolism	hsa00600	0.0064930997305555	True	lipid metabolism	Metabolism	Lipid metabolism	Sphingolipid metabolism	hsa00600	0.0064930997305555	True	True	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Sphingolipid metabolism	hsa00600	0.0064930997305555	KEGG enrichment: Metabolism / Lipid metabolism / Sphingolipid metabolism | FDR=0.006
106	True	Human Diseases	Cancer: overview	Pathways in cancer	hsa05200	0.0012581281123409	True							False	False	overall_lowest_fdr	Human Diseases	Cancer: overview	Pathways in cancer	hsa05200	0.0012581281123409	KEGG enrichment: Human Diseases / Cancer: overview / Pathways in cancer | FDR=0.001
108	True	Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	hsa04066	1.54203959918128e-07	True	metabolism	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	hsa05230	0.0019985471413023	True	False	priority_significant_lowest_fdr	Human Diseases	Cancer: overview	Central carbon metabolism in cancer	hsa05230	0.0019985471413023	KEGG enrichment: Human Diseases / Cancer: overview / Central carbon metabolism in cancer | FDR=0.002
110	True	Metabolism	Lipid metabolism	Sphingolipid metabolism	hsa00600	8.1303279169233e-07	True	lipid metabolism	Metabolism	Lipid metabolism	Sphingolipid metabolism	hsa00600	8.1303279169233e-07	True	True	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Sphingolipid metabolism	hsa00600	8.1303279169233e-07	KEGG enrichment: Metabolism / Lipid metabolism / Sphingolipid metabolism | FDR=8.13e-07
111	True	Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	hsa04141	0.0510655794677927	False							False	False	overall_lowest_fdr	Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	hsa04141	0.0510655794677927	KEGG enrichment: Genetic Information Processing / Folding, sorting and degradation / Protein processing in endoplasmic reticulum | FDR=0.051
112	True	Genetic Information Processing	Translation	Ribosome	hsa03010	3.25311594952559e-56	True	infection	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	2.2688566616215298e-55	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	2.2688566616215298e-55	KEGG enrichment: Human Diseases / Infectious disease: viral / Coronavirus disease - COVID-19 | FDR=2.27e-55
113	True	Metabolism	Lipid metabolism	Glycerolipid metabolism	hsa00561	0.0002340609369002	True	lipid metabolism	Metabolism	Lipid metabolism	Glycerolipid metabolism	hsa00561	0.0002340609369002	True	True	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Glycerolipid metabolism	hsa00561	0.0002340609369002	KEGG enrichment: Metabolism / Lipid metabolism / Glycerolipid metabolism | FDR=2.34e-04
115	True	Metabolism	Global and overview maps	2-Oxocarboxylic acid metabolism	hsa01210	0.0176519576853384	True	metabolism	Metabolism	Global and overview maps	2-Oxocarboxylic acid metabolism	hsa01210	0.0176519576853384	True	True	priority_significant_lowest_fdr	Metabolism	Global and overview maps	2-Oxocarboxylic acid metabolism	hsa01210	0.0176519576853384	KEGG enrichment: Metabolism / Global and overview maps / 2-Oxocarboxylic acid metabolism | FDR=0.018
116	True	Environmental Information Processing	Signal transduction	mTOR signaling pathway	hsa04150	0.0555844315430003	False							False	False	overall_lowest_fdr	Environmental Information Processing	Signal transduction	mTOR signaling pathway	hsa04150	0.0555844315430003	KEGG enrichment: Environmental Information Processing / Signal transduction / mTOR signaling pathway | FDR=0.056
117	True	Organismal Systems	Sensory system	Phototransduction	hsa04744	0.0244533106916819	True	lipid metabolism	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	hsa00140	0.0495525242805192	True	False	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	hsa00140	0.0495525242805192	KEGG enrichment: Metabolism / Lipid metabolism / Steroid hormone biosynthesis | FDR=0.050
119	True	Metabolism	Lipid metabolism	Fatty acid degradation	hsa00071	3.3743979195941605e-09	True	lipid metabolism	Metabolism	Lipid metabolism	Fatty acid degradation	hsa00071	3.3743979195941605e-09	True	True	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Fatty acid degradation	hsa00071	3.3743979195941605e-09	KEGG enrichment: Metabolism / Lipid metabolism / Fatty acid degradation | FDR=3.37e-09
121	True	Organismal Systems	Endocrine system	Thyroid hormone signaling pathway	hsa04919	0.0059534718176122	True							False	False	overall_lowest_fdr	Organismal Systems	Endocrine system	Thyroid hormone signaling pathway	hsa04919	0.0059534718176122	KEGG enrichment: Organismal Systems / Endocrine system / Thyroid hormone signaling pathway | FDR=0.006
122	True	Environmental Information Processing	Signaling molecules and interaction	Cell adhesion molecule (CAM) interaction	hsa04514	3.19852592481879e-06	True	metabolism	Metabolism	Energy metabolism	Sulfur metabolism	hsa00920	0.0220342251719863	True	False	priority_significant_lowest_fdr	Metabolism	Energy metabolism	Sulfur metabolism	hsa00920	0.0220342251719863	KEGG enrichment: Metabolism / Energy metabolism / Sulfur metabolism | FDR=0.022
124	True	Cellular Processes	Cell motility	Cytoskeleton in muscle cells	hsa04820	0.0503050512564505	False							False	False	overall_lowest_fdr	Cellular Processes	Cell motility	Cytoskeleton in muscle cells	hsa04820	0.0503050512564505	KEGG enrichment: Cellular Processes / Cell motility / Cytoskeleton in muscle cells | FDR=0.050
354	True	Organismal Systems	Immune system	Hematopoietic cell lineage	hsa04640	0.0085161321956583	True							False	False	overall_lowest_fdr	Organismal Systems	Immune system	Hematopoietic cell lineage	hsa04640	0.0085161321956583	KEGG enrichment: Organismal Systems / Immune system / Hematopoietic cell lineage | FDR=0.009
355	True	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.0823254448159183	False							False	False	overall_lowest_fdr	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.0823254448159183	KEGG enrichment: Metabolism / Global and overview maps / Metabolic pathways | FDR=0.082
356	True	Metabolism	Lipid metabolism	Ether lipid metabolism	hsa00565	5.03261154908571e-05	True	lipid metabolism	Metabolism	Lipid metabolism	Ether lipid metabolism	hsa00565	5.03261154908571e-05	True	True	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Ether lipid metabolism	hsa00565	5.03261154908571e-05	KEGG enrichment: Metabolism / Lipid metabolism / Ether lipid metabolism | FDR=5.03e-05
416	True	Genetic Information Processing	Translation	Ribosome	hsa03010	4.06874238569754e-33	True	infection	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	2.56049207686515e-32	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	2.56049207686515e-32	KEGG enrichment: Human Diseases / Infectious disease: viral / Coronavirus disease - COVID-19 | FDR=2.56e-32
417	True	Genetic Information Processing	Translation	Nucleocytoplasmic transport	hsa03013	0.0030539408532152	True							False	False	overall_lowest_fdr	Genetic Information Processing	Translation	Nucleocytoplasmic transport	hsa03013	0.0030539408532152	KEGG enrichment: Genetic Information Processing / Translation / Nucleocytoplasmic transport | FDR=0.003
418	True	Human Diseases	Substance dependence	Alcoholism	hsa05034	0.0122868198390764	True							False	False	overall_lowest_fdr	Human Diseases	Substance dependence	Alcoholism	hsa05034	0.0122868198390764	KEGG enrichment: Human Diseases / Substance dependence / Alcoholism | FDR=0.012
419	True	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	hsa00510	0.0042113844168864	True	metabolism	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	hsa00510	0.0042113844168864	True	True	priority_significant_lowest_fdr	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis	hsa00510	0.0042113844168864	KEGG enrichment: Metabolism / Glycan biosynthesis and metabolism / N-Glycan biosynthesis | FDR=0.004
421	True	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.67489255138663	False							False	False	overall_lowest_fdr	Metabolism	Global and overview maps	Metabolic pathways	hsa01100	0.67489255138663	KEGG enrichment: Metabolism / Global and overview maps / Metabolic pathways | FDR=0.675
422	True	Cellular Processes	Transport and catabolism	Endocytosis	hsa04144	0.0028272067474256	True							False	False	overall_lowest_fdr	Cellular Processes	Transport and catabolism	Endocytosis	hsa04144	0.0028272067474256	KEGG enrichment: Cellular Processes / Transport and catabolism / Endocytosis | FDR=0.003
424	True	Organismal Systems	Sensory system	Taste transduction	hsa04742	0.000127370722518	True							False	False	overall_lowest_fdr	Organismal Systems	Sensory system	Taste transduction	hsa04742	0.000127370722518	KEGG enrichment: Organismal Systems / Sensory system / Taste transduction | FDR=1.27e-04
425	True	Organismal Systems	Sensory system	Taste transduction	hsa04742	0.0114332031849426	True							False	False	overall_lowest_fdr	Organismal Systems	Sensory system	Taste transduction	hsa04742	0.0114332031849426	KEGG enrichment: Organismal Systems / Sensory system / Taste transduction | FDR=0.011
433	True	Organismal Systems	Circulatory system	Vascular smooth muscle contraction	hsa04270	0.0644119389283089	False							False	False	overall_lowest_fdr	Organismal Systems	Circulatory system	Vascular smooth muscle contraction	hsa04270	0.0644119389283089	KEGG enrichment: Organismal Systems / Circulatory system / Vascular smooth muscle contraction | FDR=0.064
435	True	Human Diseases	Substance dependence	Alcoholism	hsa05034	0.195183147803445	False							False	False	overall_lowest_fdr	Human Diseases	Substance dependence	Alcoholism	hsa05034	0.195183147803445	KEGG enrichment: Human Diseases / Substance dependence / Alcoholism | FDR=0.195
436	False						False							False	False	unavailable						KEGG enrichment: not available
442	True	Organismal Systems	Circulatory system	Cardiac muscle contraction	hsa04260	0.0094810267976801	True	metabolism	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0146490131075586	True	False	priority_significant_lowest_fdr	Metabolism	Energy metabolism	Oxidative phosphorylation	hsa00190	0.0146490131075586	KEGG enrichment: Metabolism / Energy metabolism / Oxidative phosphorylation | FDR=0.015
447	True	Cellular Processes	Cell motility	Cytoskeleton in muscle cells	hsa04820	0.0159241397595631	True	infection	Environmental Information Processing	Signaling molecules and interaction	Viral protein interaction with cytokine and cytokine receptor	hsa04061	0.0348567770020938	True	False	priority_significant_lowest_fdr	Environmental Information Processing	Signaling molecules and interaction	Viral protein interaction with cytokine and cytokine receptor	hsa04061	0.0348567770020938	KEGG enrichment: Environmental Information Processing / Signaling molecules and interaction / Viral protein interaction with cytokine and cytokine receptor | FDR=0.035
450	True	Human Diseases	Cancer: overview	Pathways in cancer	hsa05200	0.0013572463955725	True	infection	Human Diseases	Infectious disease: parasitic	Toxoplasmosis	hsa05145	0.0017522527482845	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: parasitic	Toxoplasmosis	hsa05145	0.0017522527482845	KEGG enrichment: Human Diseases / Infectious disease: parasitic / Toxoplasmosis | FDR=0.002
452	True	Environmental Information Processing	Signaling molecules and interaction	ECM-receptor interaction	hsa04512	0.0090936256331746	True	infection	Human Diseases	Infectious disease: viral	Human papillomavirus infection	hsa05165	0.0300483934247364	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Human papillomavirus infection	hsa05165	0.0300483934247364	KEGG enrichment: Human Diseases / Infectious disease: viral / Human papillomavirus infection | FDR=0.030
456	True	Cellular Processes	Cell growth and death	Necroptosis	hsa04217	0.0119734287202737	True	lipid metabolism	Metabolism	Lipid metabolism	Linoleic acid metabolism	hsa00591	0.0119734287202737	True	False	priority_significant_lowest_fdr	Metabolism	Lipid metabolism	Linoleic acid metabolism	hsa00591	0.0119734287202737	KEGG enrichment: Metabolism / Lipid metabolism / Linoleic acid metabolism | FDR=0.012
457	True	Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	hsa00531	0.0017204454860325	True	metabolism	Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	hsa00531	0.0017204454860325	True	True	priority_significant_lowest_fdr	Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan degradation	hsa00531	0.0017204454860325	KEGG enrichment: Metabolism / Glycan biosynthesis and metabolism / Glycosaminoglycan degradation | FDR=0.002
461	True	Cellular Processes	Cell motility	Motor proteins	hsa04814	0.0019811963487362	True							False	False	overall_lowest_fdr	Cellular Processes	Cell motility	Motor proteins	hsa04814	0.0019811963487362	KEGG enrichment: Cellular Processes / Cell motility / Motor proteins | FDR=0.002
462	True	Human Diseases	Drug resistance: antineoplastic	Antifolate resistance	hsa01523	0.0232950943275027	True	metabolism	Metabolism	Amino acid metabolism	Lysine degradation	hsa00310	0.0232950943275027	True	False	priority_significant_lowest_fdr	Metabolism	Amino acid metabolism	Lysine degradation	hsa00310	0.0232950943275027	KEGG enrichment: Metabolism / Amino acid metabolism / Lysine degradation | FDR=0.023
463	True	Cellular Processes	Cellular community - eukaryotes	Tight junction	hsa04530	0.0091705115695336	True							False	False	overall_lowest_fdr	Cellular Processes	Cellular community - eukaryotes	Tight junction	hsa04530	0.0091705115695336	KEGG enrichment: Cellular Processes / Cellular community - eukaryotes / Tight junction | FDR=0.009
468	True	Cellular Processes	Cell growth and death	Cell cycle	hsa04110	0.0180560221828081	True	infection	Human Diseases	Infectious disease: viral	Hepatitis B	hsa05161	0.0340290008270391	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Hepatitis B	hsa05161	0.0340290008270391	KEGG enrichment: Human Diseases / Infectious disease: viral / Hepatitis B | FDR=0.034
469	True	Human Diseases	Cancer: overview	Pathways in cancer	hsa05200	0.178052602065539	False							False	False	overall_lowest_fdr	Human Diseases	Cancer: overview	Pathways in cancer	hsa05200	0.178052602065539	KEGG enrichment: Human Diseases / Cancer: overview / Pathways in cancer | FDR=0.178
470	True	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	0.0304295159965956	True	infection	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	0.0304295159965956	True	True	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection	hsa05169	0.0304295159965956	KEGG enrichment: Human Diseases / Infectious disease: viral / Epstein-Barr virus infection | FDR=0.030
474	True	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	hsa00240	0.0002035193159582	True	metabolism	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	hsa00240	0.0002035193159582	True	True	priority_significant_lowest_fdr	Metabolism	Nucleotide metabolism	Pyrimidine metabolism	hsa00240	0.0002035193159582	KEGG enrichment: Metabolism / Nucleotide metabolism / Pyrimidine metabolism | FDR=2.04e-04
484	True	Organismal Systems	Immune system	Hematopoietic cell lineage	hsa04640	2.89060545960286e-05	True	infection	Human Diseases	Infectious disease: viral	Herpes simplex virus 1 infection	hsa05168	0.0001927630719893	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Herpes simplex virus 1 infection	hsa05168	0.0001927630719893	KEGG enrichment: Human Diseases / Infectious disease: viral / Herpes simplex virus 1 infection | FDR=1.93e-04
486	True	Genetic Information Processing	Translation	Ribosome	hsa03010	1.37459075207591e-10	True	infection	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	2.19319091488272e-10	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19	hsa05171	2.19319091488272e-10	KEGG enrichment: Human Diseases / Infectious disease: viral / Coronavirus disease - COVID-19 | FDR=2.19e-10
487	True	Organismal Systems	Immune system	B cell receptor signaling pathway	hsa04662	6.42412569077212e-05	True	infection	Environmental Information Processing	Signaling molecules and interaction	Viral protein interaction with cytokine and cytokine receptor	hsa04061	0.0035298758829549	True	False	priority_significant_lowest_fdr	Environmental Information Processing	Signaling molecules and interaction	Viral protein interaction with cytokine and cytokine receptor	hsa04061	0.0035298758829549	KEGG enrichment: Environmental Information Processing / Signaling molecules and interaction / Viral protein interaction with cytokine and cytokine receptor | FDR=0.004
488	True	Environmental Information Processing	Signaling molecules and interaction	Cytokine-cytokine receptor interaction	hsa04060	0.0074944440965319	True	infection	Human Diseases	Infectious disease: bacterial	Tuberculosis	hsa05152	0.0074944440965319	True	False	priority_significant_lowest_fdr	Human Diseases	Infectious disease: bacterial	Tuberculosis	hsa05152	0.0074944440965319	KEGG enrichment: Human Diseases / Infectious disease: bacterial / Tuberculosis | FDR=0.007
