ensembl_id	ensembl_base	gene_symbol
ENSG00000162419.12	ENSG00000162419	GMEB1
ENSG00000162426.14	ENSG00000162426	SLC45A1
ENSG00000162430.16	ENSG00000162430	SELENON
ENSG00000162433.14	ENSG00000162433	AK4
ENSG00000162434.11	ENSG00000162434	JAK1
ENSG00000162437.14	ENSG00000162437	RAVER2
ENSG00000162441.11	ENSG00000162441	LZIC
ENSG00000162444.11	ENSG00000162444	RBP7
ENSG00000162456.9	ENSG00000162456	KNCN
ENSG00000162458.12	ENSG00000162458	FBLIM1
ENSG00000162461.7	ENSG00000162461	SLC25A34
ENSG00000162482.4	ENSG00000162482	AKR7A3
ENSG00000162490.6	ENSG00000162490	DRAXIN
ENSG00000162493.16	ENSG00000162493	PDPN
ENSG00000162494.5	ENSG00000162494	LRRC38
ENSG00000162496.8	ENSG00000162496	DHRS3
ENSG00000162511.7	ENSG00000162511	LAPTM5
ENSG00000162512.15	ENSG00000162512	SDC3
ENSG00000162517.12	ENSG00000162517	PEF1
ENSG00000162520.14	ENSG00000162520	SYNC
ENSG00000162521.18	ENSG00000162521	RBBP4
ENSG00000162522.10	ENSG00000162522	KIAA1522
ENSG00000162542.13	ENSG00000162542	TMCO4
ENSG00000162543.5	ENSG00000162543	UBXN10
ENSG00000162545.5	ENSG00000162545	CAMK2N1
ENSG00000162551.13	ENSG00000162551	ALPL
ENSG00000162552.14	ENSG00000162552	WNT4
ENSG00000162572.20	ENSG00000162572	SCNN1D
ENSG00000162576.16	ENSG00000162576	MXRA8
ENSG00000162585.16	ENSG00000162585	FAAP20
ENSG00000162591.15	ENSG00000162591	MEGF6
ENSG00000162595.5	ENSG00000162595	DIRAS3
ENSG00000162599.15	ENSG00000162599	NFIA
ENSG00000162600.11	ENSG00000162600	OMA1
ENSG00000162601.9	ENSG00000162601	MYSM1
ENSG00000162604.12	ENSG00000162604	TM2D1
ENSG00000162607.12	ENSG00000162607	USP1
ENSG00000162613.16	ENSG00000162613	FUBP1
ENSG00000162614.18	ENSG00000162614	NEXN
ENSG00000162616.8	ENSG00000162616	DNAJB4
ENSG00000162618.13	ENSG00000162618	ADGRL4
ENSG00000162623.15	ENSG00000162623	TYW3
ENSG00000162627.16	ENSG00000162627	SNX7
ENSG00000162630.5	ENSG00000162630	B3GALT2
ENSG00000162631.18	ENSG00000162631	NTNG1
ENSG00000162636.15	ENSG00000162636	FAM102B
ENSG00000162639.15	ENSG00000162639	HENMT1
ENSG00000162642.13	ENSG00000162642	C1orf52
ENSG00000162645.12	ENSG00000162645	GBP2
ENSG00000162650.16	ENSG00000162650	ATXN7L2
ENSG00000162654.8	ENSG00000162654	GBP4
ENSG00000162664.16	ENSG00000162664	ZNF326
ENSG00000162669.15	ENSG00000162669	HFM1
ENSG00000162670.10	ENSG00000162670	BRINP3
ENSG00000162687.16	ENSG00000162687	KCNT2
ENSG00000162688.16	ENSG00000162688	AGL
ENSG00000162692.10	ENSG00000162692	VCAM1
ENSG00000162694.13	ENSG00000162694	EXTL2
ENSG00000162695.11	ENSG00000162695	SLC30A7
ENSG00000162702.7	ENSG00000162702	ZNF281
ENSG00000162704.15	ENSG00000162704	ARPC5
ENSG00000162706.12	ENSG00000162706	CADM3
ENSG00000162711.16	ENSG00000162711	NLRP3
ENSG00000162714.12	ENSG00000162714	ZNF496
ENSG00000162722.8	ENSG00000162722	TRIM58
ENSG00000162728.4	ENSG00000162728	KCNJ9
ENSG00000162729.13	ENSG00000162729	IGSF8
ENSG00000162733.16	ENSG00000162733	DDR2
ENSG00000162734.12	ENSG00000162734	PEA15
ENSG00000162735.18	ENSG00000162735	PEX19
ENSG00000162736.15	ENSG00000162736	NCSTN
ENSG00000162738.5	ENSG00000162738	VANGL2
ENSG00000162745.10	ENSG00000162745	OLFML2B
ENSG00000162746.14	ENSG00000162746	FCRLB
ENSG00000162753.11	ENSG00000162753	SLC9C2
ENSG00000162755.13	ENSG00000162755	KLHDC9
ENSG00000162757.4	ENSG00000162757	C1orf74
ENSG00000162769.12	ENSG00000162769	FLVCR1
ENSG00000162772.16	ENSG00000162772	ATF3
ENSG00000162775.14	ENSG00000162775	RBM15
ENSG00000162777.16	ENSG00000162777	DENND2D
ENSG00000162782.15	ENSG00000162782	TDRD5
ENSG00000162783.10	ENSG00000162783	IER5
ENSG00000162804.13	ENSG00000162804	SNED1
ENSG00000162813.17	ENSG00000162813	BPNT1
ENSG00000162814.10	ENSG00000162814	SPATA17
ENSG00000162817.6	ENSG00000162817	C1orf115
ENSG00000162819.11	ENSG00000162819	BROX
ENSG00000162825.16	ENSG00000162825	NBPF20
ENSG00000162836.11	ENSG00000162836	ACP6
ENSG00000162849.15	ENSG00000162849	KIF26B
ENSG00000162851.7	ENSG00000162851	TFB2M
ENSG00000162852.13	ENSG00000162852	CNST
ENSG00000162869.15	ENSG00000162869	PPP1R21
ENSG00000162873.14	ENSG00000162873	KLHDC8A
ENSG00000162878.12	ENSG00000162878	PKDCC
ENSG00000162881.6	ENSG00000162881	OXER1
ENSG00000162882.14	ENSG00000162882	HAAO
ENSG00000162885.12	ENSG00000162885	B3GALNT2
ENSG00000162889.10	ENSG00000162889	MAPKAPK2
ENSG00000162909.17	ENSG00000162909	CAPN2
ENSG00000162910.18	ENSG00000162910	MRPL55
ENSG00000162923.14	ENSG00000162923	WDR26
ENSG00000162924.13	ENSG00000162924	REL
ENSG00000162927.13	ENSG00000162927	PUS10
ENSG00000162928.8	ENSG00000162928	PEX13
ENSG00000162929.13	ENSG00000162929	KIAA1841
ENSG00000162931.11	ENSG00000162931	TRIM17
ENSG00000162944.10	ENSG00000162944	RFTN2
ENSG00000162946.21	ENSG00000162946	DISC1
ENSG00000162949.16	ENSG00000162949	CAPN13
ENSG00000162951.10	ENSG00000162951	LRRTM1
ENSG00000162959.13	ENSG00000162959	MEMO1
ENSG00000162961.13	ENSG00000162961	DPY30
ENSG00000162971.10	ENSG00000162971	TYW5
ENSG00000162972.10	ENSG00000162972	MAIP1
ENSG00000162975.4	ENSG00000162975	KCNF1
ENSG00000162976.12	ENSG00000162976	PQLC3
ENSG00000162980.16	ENSG00000162980	ARL5A
ENSG00000162981.13	ENSG00000162981	FAM84A
ENSG00000162989.4	ENSG00000162989	KCNJ3
ENSG00000162992.3	ENSG00000162992	NEUROD1
ENSG00000162994.15	ENSG00000162994	CLHC1
ENSG00000162998.4	ENSG00000162998	FRZB
ENSG00000162999.12	ENSG00000162999	DUSP19
ENSG00000163001.11	ENSG00000163001	CFAP36
ENSG00000163002.12	ENSG00000163002	NUP35
ENSG00000163006.11	ENSG00000163006	CCDC138
ENSG00000163013.11	ENSG00000163013	FBXO41
ENSG00000163016.9	ENSG00000163016	ALMS1P1
ENSG00000163026.11	ENSG00000163026	WDCP
ENSG00000163029.15	ENSG00000163029	SMC6
ENSG00000163032.11	ENSG00000163032	VSNL1
ENSG00000163040.14	ENSG00000163040	CCDC74A
ENSG00000163041.9	ENSG00000163041	H3F3A
ENSG00000163046.15	ENSG00000163046	ANKRD30BL
ENSG00000163050.16	ENSG00000163050	COQ8A
ENSG00000163053.10	ENSG00000163053	SLC16A14
ENSG00000163069.12	ENSG00000163069	SGCB
ENSG00000163071.10	ENSG00000163071	SPATA18
ENSG00000163072.15	ENSG00000163072	NOSTRIN
ENSG00000163075.12	ENSG00000163075	CFAP221
ENSG00000163082.9	ENSG00000163082	SGPP2
ENSG00000163083.5	ENSG00000163083	INHBB
ENSG00000163093.11	ENSG00000163093	BBS5
ENSG00000163104.17	ENSG00000163104	SMARCAD1
ENSG00000163106.10	ENSG00000163106	HPGDS
ENSG00000163110.14	ENSG00000163110	PDLIM5
ENSG00000163116.9	ENSG00000163116	STPG2
ENSG00000163125.15	ENSG00000163125	RPRD2
ENSG00000163126.14	ENSG00000163126	ANKRD23
ENSG00000163131.10	ENSG00000163131	CTSS
ENSG00000163132.6	ENSG00000163132	MSX1
ENSG00000163138.18	ENSG00000163138	PACRGL
ENSG00000163145.12	ENSG00000163145	C1QTNF7
ENSG00000163154.5	ENSG00000163154	TNFAIP8L2
ENSG00000163155.11	ENSG00000163155	LYSMD1
ENSG00000163156.11	ENSG00000163156	SCNM1
ENSG00000163159.12	ENSG00000163159	VPS72
ENSG00000163161.12	ENSG00000163161	ERCC3
ENSG00000163162.8	ENSG00000163162	RNF149
ENSG00000163166.14	ENSG00000163166	IWS1
ENSG00000163170.11	ENSG00000163170	BOLA3
ENSG00000163171.7	ENSG00000163171	CDC42EP3
ENSG00000163191.5	ENSG00000163191	S100A11
ENSG00000163214.20	ENSG00000163214	DHX57
ENSG00000163219.11	ENSG00000163219	ARHGAP25
ENSG00000163220.10	ENSG00000163220	S100A9
ENSG00000163235.15	ENSG00000163235	TGFA
ENSG00000163239.12	ENSG00000163239	TDRD10
ENSG00000163249.11	ENSG00000163249	CCNYL1
ENSG00000163251.3	ENSG00000163251	FZD5
ENSG00000163257.10	ENSG00000163257	DCAF16
ENSG00000163273.3	ENSG00000163273	NPPC
ENSG00000163281.11	ENSG00000163281	GNPDA2
ENSG00000163285.7	ENSG00000163285	GABRG1
ENSG00000163288.13	ENSG00000163288	GABRB1
ENSG00000163291.14	ENSG00000163291	PAQR3
ENSG00000163293.11	ENSG00000163293	NIPAL1
ENSG00000163297.16	ENSG00000163297	ANTXR2
ENSG00000163312.10	ENSG00000163312	HELQ
ENSG00000163319.10	ENSG00000163319	MRPS18C
ENSG00000163320.10	ENSG00000163320	CGGBP1
ENSG00000163322.13	ENSG00000163322	ABRAXAS1
ENSG00000163328.13	ENSG00000163328	GPR155
ENSG00000163344.5	ENSG00000163344	PMVK
ENSG00000163346.16	ENSG00000163346	PBXIP1
ENSG00000163347.5	ENSG00000163347	CLDN1
ENSG00000163348.3	ENSG00000163348	PYGO2
ENSG00000163349.21	ENSG00000163349	HIPK1
ENSG00000163359.15	ENSG00000163359	COL6A3
ENSG00000163362.10	ENSG00000163362	INAVA
ENSG00000163364.9	ENSG00000163364	LINC01116
ENSG00000163374.19	ENSG00000163374	YY1AP1
ENSG00000163376.11	ENSG00000163376	KBTBD8
ENSG00000163377.15	ENSG00000163377	FAM19A4
ENSG00000163378.13	ENSG00000163378	EOGT
ENSG00000163382.11	ENSG00000163382	NAXE
ENSG00000163389.10	ENSG00000163389	POGLUT1
ENSG00000163393.12	ENSG00000163393	SLC22A15
ENSG00000163395.16	ENSG00000163395	IGFN1
ENSG00000163399.15	ENSG00000163399	ATP1A1
ENSG00000163406.10	ENSG00000163406	SLC15A2
ENSG00000163412.12	ENSG00000163412	EIF4E3
ENSG00000163428.3	ENSG00000163428	LRRC58
ENSG00000163430.11	ENSG00000163430	FSTL1
ENSG00000163431.12	ENSG00000163431	LMOD1
ENSG00000163444.11	ENSG00000163444	TMEM183A
ENSG00000163449.10	ENSG00000163449	TMEM169
ENSG00000163453.11	ENSG00000163453	IGFBP7
ENSG00000163462.17	ENSG00000163462	TRIM46
ENSG00000163463.11	ENSG00000163463	KRTCAP2
ENSG00000163466.15	ENSG00000163466	ARPC2
ENSG00000163468.14	ENSG00000163468	CCT3
ENSG00000163472.18	ENSG00000163472	TMEM79
ENSG00000163479.13	ENSG00000163479	SSR2
ENSG00000163481.7	ENSG00000163481	RNF25
ENSG00000163482.11	ENSG00000163482	STK36
ENSG00000163485.16	ENSG00000163485	ADORA1
ENSG00000163491.16	ENSG00000163491	NEK10
ENSG00000163492.14	ENSG00000163492	CCDC141
ENSG00000163507.13	ENSG00000163507	KIAA1524
ENSG00000163510.13	ENSG00000163510	CWC22
ENSG00000163512.13	ENSG00000163512	AZI2
ENSG00000163513.17	ENSG00000163513	TGFBR2
ENSG00000163516.13	ENSG00000163516	ANKZF1
ENSG00000163517.14	ENSG00000163517	HDAC11
ENSG00000163520.13	ENSG00000163520	FBLN2
ENSG00000163521.15	ENSG00000163521	GLB1L
ENSG00000163527.9	ENSG00000163527	STT3B
ENSG00000163528.12	ENSG00000163528	CHCHD4
ENSG00000163531.15	ENSG00000163531	NFASC
ENSG00000163535.17	ENSG00000163535	SGO2
ENSG00000163536.12	ENSG00000163536	SERPINI1
ENSG00000163539.16	ENSG00000163539	CLASP2
ENSG00000163541.11	ENSG00000163541	SUCLG1
ENSG00000163545.8	ENSG00000163545	NUAK2
ENSG00000163558.12	ENSG00000163558	PRKCI
ENSG00000163563.7	ENSG00000163563	MNDA
ENSG00000163565.18	ENSG00000163565	IFI16
ENSG00000163576.17	ENSG00000163576	EFHB
ENSG00000163577.7	ENSG00000163577	EIF5A2
ENSG00000163584.17	ENSG00000163584	RPL22L1
ENSG00000163590.13	ENSG00000163590	PPM1L
ENSG00000163596.16	ENSG00000163596	ICA1L
ENSG00000163597.14	ENSG00000163597	SNHG16
ENSG00000163602.10	ENSG00000163602	RYBP
ENSG00000163605.14	ENSG00000163605	PPP4R2
ENSG00000163607.15	ENSG00000163607	GTPBP8
ENSG00000163608.14	ENSG00000163608	NEPRO
ENSG00000163611.11	ENSG00000163611	SPICE1
ENSG00000163617.10	ENSG00000163617	CCDC191
ENSG00000163618.17	ENSG00000163618	CADPS
ENSG00000163623.9	ENSG00000163623	NKX6-1
ENSG00000163624.5	ENSG00000163624	CDS1
ENSG00000163625.15	ENSG00000163625	WDFY3
ENSG00000163626.16	ENSG00000163626	COX18
ENSG00000163629.12	ENSG00000163629	PTPN13
ENSG00000163630.10	ENSG00000163630	SYNPR
ENSG00000163633.10	ENSG00000163633	C4orf36
ENSG00000163634.11	ENSG00000163634	THOC7
ENSG00000163635.17	ENSG00000163635	ATXN7
ENSG00000163636.10	ENSG00000163636	PSMD6
ENSG00000163637.12	ENSG00000163637	PRICKLE2
ENSG00000163638.13	ENSG00000163638	ADAMTS9
ENSG00000163644.14	ENSG00000163644	PPM1K
ENSG00000163655.15	ENSG00000163655	GMPS
ENSG00000163659.12	ENSG00000163659	TIPARP
ENSG00000163660.11	ENSG00000163660	CCNL1
ENSG00000163673.7	ENSG00000163673	DCLK3
ENSG00000163681.14	ENSG00000163681	SLMAP
ENSG00000163682.15	ENSG00000163682	RPL9
ENSG00000163683.11	ENSG00000163683	SMIM14
ENSG00000163684.11	ENSG00000163684	RPP14
ENSG00000163686.14	ENSG00000163686	ABHD6
ENSG00000163689.19	ENSG00000163689	C3orf67
ENSG00000163694.14	ENSG00000163694	RBM47
ENSG00000163697.16	ENSG00000163697	APBB2
ENSG00000163701.18	ENSG00000163701	IL17RE
ENSG00000163702.18	ENSG00000163702	IL17RC
ENSG00000163703.17	ENSG00000163703	CRELD1
ENSG00000163704.11	ENSG00000163704	PRRT3
ENSG00000163710.7	ENSG00000163710	PCOLCE2
ENSG00000163714.17	ENSG00000163714	U2SURP
ENSG00000163719.19	ENSG00000163719	MTMR14
ENSG00000163728.10	ENSG00000163728	TTC14
ENSG00000163735.6	ENSG00000163735	CXCL5
ENSG00000163738.18	ENSG00000163738	MTHFD2L
ENSG00000163739.4	ENSG00000163739	CXCL1
ENSG00000163743.13	ENSG00000163743	RCHY1
ENSG00000163749.17	ENSG00000163749	CCDC158
ENSG00000163754.17	ENSG00000163754	GYG1
ENSG00000163755.8	ENSG00000163755	HPS3
ENSG00000163762.6	ENSG00000163762	TM4SF18
ENSG00000163781.12	ENSG00000163781	TOPBP1
ENSG00000163785.12	ENSG00000163785	RYK
ENSG00000163788.13	ENSG00000163788	SNRK
ENSG00000163793.12	ENSG00000163793	DNAJC5G
ENSG00000163794.6	ENSG00000163794	UCN
ENSG00000163795.13	ENSG00000163795	ZNF513
ENSG00000163798.13	ENSG00000163798	SLC4A1AP
ENSG00000163803.12	ENSG00000163803	PLB1
ENSG00000163807.5	ENSG00000163807	KIAA1143
ENSG00000163808.16	ENSG00000163808	KIF15
ENSG00000163811.11	ENSG00000163811	WDR43
ENSG00000163812.13	ENSG00000163812	ZDHHC3
ENSG00000163814.7	ENSG00000163814	CDCP1
ENSG00000163815.5	ENSG00000163815	CLEC3B
ENSG00000163817.15	ENSG00000163817	SLC6A20
ENSG00000163818.16	ENSG00000163818	LZTFL1
ENSG00000163820.14	ENSG00000163820	FYCO1
ENSG00000163823.3	ENSG00000163823	CCR1
ENSG00000163827.12	ENSG00000163827	LRRC2
ENSG00000163832.15	ENSG00000163832	ELP6
ENSG00000163833.7	ENSG00000163833	FBXO40
ENSG00000163840.9	ENSG00000163840	DTX3L
ENSG00000163848.19	ENSG00000163848	ZNF148
ENSG00000163864.15	ENSG00000163864	NMNAT3
ENSG00000163866.8	ENSG00000163866	SMIM12
ENSG00000163867.16	ENSG00000163867	ZMYM6
ENSG00000163870.14	ENSG00000163870	TPRA1
ENSG00000163872.15	ENSG00000163872	YEATS2
ENSG00000163873.9	ENSG00000163873	GRIK3
ENSG00000163874.10	ENSG00000163874	ZC3H12A
ENSG00000163875.15	ENSG00000163875	MEAF6
ENSG00000163877.10	ENSG00000163877	SNIP1
ENSG00000163879.10	ENSG00000163879	DNALI1
ENSG00000163882.9	ENSG00000163882	POLR2H
ENSG00000163884.3	ENSG00000163884	KLF15
ENSG00000163888.3	ENSG00000163888	CAMK2N2
ENSG00000163900.10	ENSG00000163900	TMEM41A
ENSG00000163902.11	ENSG00000163902	RPN1
ENSG00000163904.12	ENSG00000163904	SENP2
ENSG00000163909.7	ENSG00000163909	HEYL
ENSG00000163913.11	ENSG00000163913	IFT122
ENSG00000163918.10	ENSG00000163918	RFC4
ENSG00000163923.9	ENSG00000163923	RPL39L
ENSG00000163930.9	ENSG00000163930	BAP1
ENSG00000163931.15	ENSG00000163931	TKT
ENSG00000163932.13	ENSG00000163932	PRKCD
ENSG00000163933.9	ENSG00000163933	RFT1
ENSG00000163935.13	ENSG00000163935	SFMBT1
ENSG00000163938.16	ENSG00000163938	GNL3
ENSG00000163939.18	ENSG00000163939	PBRM1
ENSG00000163945.16	ENSG00000163945	UVSSA
ENSG00000163946.13	ENSG00000163946	FAM208A
ENSG00000163947.11	ENSG00000163947	ARHGEF3
ENSG00000163950.12	ENSG00000163950	SLBP
ENSG00000163956.10	ENSG00000163956	LRPAP1
ENSG00000163960.11	ENSG00000163960	UBXN7
ENSG00000163961.4	ENSG00000163961	RNF168
ENSG00000163964.14	ENSG00000163964	PIGX
ENSG00000163975.11	ENSG00000163975	MELTF
ENSG00000163995.19	ENSG00000163995	ABLIM2
ENSG00000164002.11	ENSG00000164002	EXO5
ENSG00000164008.14	ENSG00000164008	C1orf50
ENSG00000164010.13	ENSG00000164010	ERMAP
ENSG00000164011.17	ENSG00000164011	ZNF691
ENSG00000164022.16	ENSG00000164022	AIMP1
ENSG00000164023.14	ENSG00000164023	SGMS2
ENSG00000164024.11	ENSG00000164024	METAP1
ENSG00000164031.16	ENSG00000164031	DNAJB14
ENSG00000164032.11	ENSG00000164032	H2AFZ
ENSG00000164035.9	ENSG00000164035	EMCN
ENSG00000164037.16	ENSG00000164037	SLC9B1
ENSG00000164038.14	ENSG00000164038	SLC9B2
ENSG00000164039.14	ENSG00000164039	BDH2
ENSG00000164040.16	ENSG00000164040	PGRMC2
ENSG00000164045.11	ENSG00000164045	CDC25A
ENSG00000164048.13	ENSG00000164048	ZNF589
ENSG00000164050.12	ENSG00000164050	PLXNB1
ENSG00000164051.13	ENSG00000164051	CCDC51
ENSG00000164053.19	ENSG00000164053	ATRIP
ENSG00000164054.15	ENSG00000164054	SHISA5
ENSG00000164056.10	ENSG00000164056	SPRY1
ENSG00000164061.4	ENSG00000164061	BSN
ENSG00000164062.12	ENSG00000164062	APEH
ENSG00000164066.12	ENSG00000164066	INTU
ENSG00000164068.15	ENSG00000164068	RNF123
ENSG00000164070.11	ENSG00000164070	HSPA4L
ENSG00000164073.10	ENSG00000164073	MFSD8
ENSG00000164074.14	ENSG00000164074	ABHD18
ENSG00000164076.16	ENSG00000164076	CAMKV
ENSG00000164077.13	ENSG00000164077	MON1A
ENSG00000164078.12	ENSG00000164078	MST1R
ENSG00000164080.13	ENSG00000164080	RAD54L2
ENSG00000164081.12	ENSG00000164081	TEX264
ENSG00000164082.14	ENSG00000164082	GRM2
ENSG00000164086.9	ENSG00000164086	DUSP7
ENSG00000164087.7	ENSG00000164087	POC1A
ENSG00000164088.17	ENSG00000164088	PPM1M
ENSG00000164089.8	ENSG00000164089	ETNPPL
ENSG00000164091.11	ENSG00000164091	WDR82
ENSG00000164096.12	ENSG00000164096	C4orf3
ENSG00000164099.3	ENSG00000164099	PRSS12
ENSG00000164100.8	ENSG00000164100	NDST3
ENSG00000164104.11	ENSG00000164104	HMGB2
ENSG00000164105.3	ENSG00000164105	SAP30
ENSG00000164106.7	ENSG00000164106	SCRG1
ENSG00000164109.13	ENSG00000164109	MAD2L1
ENSG00000164111.14	ENSG00000164111	ANXA5
ENSG00000164112.12	ENSG00000164112	TMEM155
ENSG00000164114.18	ENSG00000164114	MAP9
ENSG00000164116.16	ENSG00000164116	GUCY1A3
ENSG00000164117.13	ENSG00000164117	FBXO8
ENSG00000164118.12	ENSG00000164118	CEP44
ENSG00000164120.13	ENSG00000164120	HPGD
ENSG00000164122.8	ENSG00000164122	ASB5
ENSG00000164124.10	ENSG00000164124	TMEM144
ENSG00000164125.15	ENSG00000164125	FAM198B
ENSG00000164128.6	ENSG00000164128	NPY1R
ENSG00000164129.11	ENSG00000164129	NPY5R
ENSG00000164134.12	ENSG00000164134	NAA15
ENSG00000164136.16	ENSG00000164136	IL15
ENSG00000164142.15	ENSG00000164142	FAM160A1
ENSG00000164144.15	ENSG00000164144	ARFIP1
ENSG00000164151.11	ENSG00000164151	ICE1
ENSG00000164161.9	ENSG00000164161	HHIP
ENSG00000164162.13	ENSG00000164162	ANAPC10
ENSG00000164163.10	ENSG00000164163	ABCE1
ENSG00000164164.15	ENSG00000164164	OTUD4
ENSG00000164167.10	ENSG00000164167	LSM6
ENSG00000164168.7	ENSG00000164168	TMEM184C
ENSG00000164169.12	ENSG00000164169	PRMT9
ENSG00000164171.10	ENSG00000164171	ITGA2
ENSG00000164172.18	ENSG00000164172	MOCS2
ENSG00000164176.12	ENSG00000164176	EDIL3
ENSG00000164180.13	ENSG00000164180	TMEM161B
ENSG00000164181.13	ENSG00000164181	ELOVL7
ENSG00000164182.10	ENSG00000164182	NDUFAF2
ENSG00000164187.6	ENSG00000164187	LMBRD2
ENSG00000164188.8	ENSG00000164188	RANBP3L
ENSG00000164190.17	ENSG00000164190	NIPBL
ENSG00000164197.11	ENSG00000164197	RNF180
ENSG00000164199.16	ENSG00000164199	ADGRV1
ENSG00000164209.16	ENSG00000164209	SLC25A46
ENSG00000164211.12	ENSG00000164211	STARD4
ENSG00000164219.9	ENSG00000164219	PGGT1B
ENSG00000164221.12	ENSG00000164221	CCDC112
ENSG00000164236.11	ENSG00000164236	ANKRD33B
ENSG00000164237.8	ENSG00000164237	CMBL
ENSG00000164241.13	ENSG00000164241	C5orf63
ENSG00000164244.20	ENSG00000164244	PRRC1
ENSG00000164251.4	ENSG00000164251	F2RL1
ENSG00000164252.12	ENSG00000164252	AGGF1
ENSG00000164253.13	ENSG00000164253	WDR41
ENSG00000164258.11	ENSG00000164258	NDUFS4
ENSG00000164270.17	ENSG00000164270	HTR4
ENSG00000164284.14	ENSG00000164284	GRPEL2
ENSG00000164291.16	ENSG00000164291	ARSK
ENSG00000164292.12	ENSG00000164292	RHOBTB3
ENSG00000164296.6	ENSG00000164296	TIGD6
ENSG00000164300.16	ENSG00000164300	SERINC5
ENSG00000164303.10	ENSG00000164303	ENPP6
ENSG00000164305.18	ENSG00000164305	CASP3
ENSG00000164306.10	ENSG00000164306	PRIMPOL
ENSG00000164307.12	ENSG00000164307	ERAP1
ENSG00000164308.16	ENSG00000164308	ERAP2
ENSG00000164309.14	ENSG00000164309	CMYA5
ENSG00000164318.17	ENSG00000164318	EGFLAM
ENSG00000164323.12	ENSG00000164323	CFAP97
ENSG00000164326.4	ENSG00000164326	CARTPT
ENSG00000164327.12	ENSG00000164327	RICTOR
ENSG00000164329.13	ENSG00000164329	PAPD4
ENSG00000164330.16	ENSG00000164330	EBF1
ENSG00000164331.9	ENSG00000164331	ANKRA2
ENSG00000164332.7	ENSG00000164332	UBLCP1
ENSG00000164338.9	ENSG00000164338	UTP15
ENSG00000164342.12	ENSG00000164342	TLR3
ENSG00000164344.15	ENSG00000164344	KLKB1
ENSG00000164346.9	ENSG00000164346	NSA2
ENSG00000164347.17	ENSG00000164347	GFM2
ENSG00000164366.3	ENSG00000164366	CCDC127
ENSG00000164379.6	ENSG00000164379	FOXQ1
ENSG00000164398.12	ENSG00000164398	ACSL6
ENSG00000164402.13	ENSG00000164402	SEPT8
ENSG00000164403.14	ENSG00000164403	SHROOM1
ENSG00000164404.8	ENSG00000164404	GDF9
ENSG00000164405.10	ENSG00000164405	UQCRQ
ENSG00000164406.7	ENSG00000164406	LEAP2
ENSG00000164414.17	ENSG00000164414	SLC35A1
ENSG00000164418.19	ENSG00000164418	GRIK2
ENSG00000164430.15	ENSG00000164430	MB21D1
ENSG00000164434.11	ENSG00000164434	FABP7
ENSG00000164440.14	ENSG00000164440	TXLNB
ENSG00000164442.9	ENSG00000164442	CITED2
ENSG00000164463.12	ENSG00000164463	CREBRF
ENSG00000164465.18	ENSG00000164465	DCBLD1
ENSG00000164466.12	ENSG00000164466	SFXN1
ENSG00000164484.11	ENSG00000164484	TMEM200A
ENSG00000164488.11	ENSG00000164488	DACT2
ENSG00000164494.11	ENSG00000164494	PDSS2
ENSG00000164506.14	ENSG00000164506	STXBP5
ENSG00000164512.17	ENSG00000164512	ANKRD55
ENSG00000164530.13	ENSG00000164530	PI16
ENSG00000164535.14	ENSG00000164535	DAGLB
ENSG00000164542.12	ENSG00000164542	KIAA0895
ENSG00000164543.5	ENSG00000164543	STK17A
ENSG00000164548.10	ENSG00000164548	TRA2A
ENSG00000164574.15	ENSG00000164574	GALNT10
ENSG00000164576.11	ENSG00000164576	SAP30L
ENSG00000164587.11	ENSG00000164587	RPS14
ENSG00000164588.6	ENSG00000164588	HCN1
ENSG00000164591.13	ENSG00000164591	MYOZ3
ENSG00000164597.13	ENSG00000164597	COG5
ENSG00000164600.6	ENSG00000164600	NEUROD6
ENSG00000164603.11	ENSG00000164603	BMT2
ENSG00000164604.12	ENSG00000164604	GPR85
ENSG00000164609.9	ENSG00000164609	SLU7
ENSG00000164610.8	ENSG00000164610	RP9
ENSG00000164611.12	ENSG00000164611	PTTG1
ENSG00000164615.4	ENSG00000164615	CAMLG
ENSG00000164619.8	ENSG00000164619	BMPER
ENSG00000164620.8	ENSG00000164620	RELL2
ENSG00000164627.17	ENSG00000164627	KIF6
ENSG00000164631.18	ENSG00000164631	ZNF12
ENSG00000164638.10	ENSG00000164638	SLC29A4
ENSG00000164647.8	ENSG00000164647	STEAP1
ENSG00000164649.19	ENSG00000164649	CDCA7L
ENSG00000164651.16	ENSG00000164651	SP8
ENSG00000164654.15	ENSG00000164654	MIOS
ENSG00000164659.14	ENSG00000164659	KIAA1324L
ENSG00000164663.14	ENSG00000164663	USP49
ENSG00000164669.13	ENSG00000164669	INTS4P1
ENSG00000164674.15	ENSG00000164674	SYTL3
ENSG00000164675.10	ENSG00000164675	IQUB
ENSG00000164683.16	ENSG00000164683	HEY1
ENSG00000164684.13	ENSG00000164684	ZNF704
ENSG00000164687.10	ENSG00000164687	FABP5
ENSG00000164690.7	ENSG00000164690	SHH
ENSG00000164691.16	ENSG00000164691	TAGAP
ENSG00000164692.17	ENSG00000164692	COL1A2
ENSG00000164708.5	ENSG00000164708	PGAM2
ENSG00000164713.9	ENSG00000164713	BRI3
ENSG00000164715.5	ENSG00000164715	LMTK2
ENSG00000164733.20	ENSG00000164733	CTSB
ENSG00000164736.5	ENSG00000164736	SOX17
ENSG00000164741.14	ENSG00000164741	DLC1
